#;MsgType;Timestamp;Lat;Lon;SpeedKnots;SpeedKmph;TrueHeading;MagnHeading
596;;;;;;;;NMEA message parser not found for RMB.
597;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
598;GSA;;;;;;;
599;GSV;;;;;;;
600;GSV;;;;;;;
601;;;;;;;;NMEA message parser not found for GRM.
602;RMC;12/26/2016 9:42:29 PM;49.2097931333333;16.5980215333333;;;;
603;;;;;;;;NMEA message parser not found for RMB.
604;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
605;GSA;;;;;;;
606;GSV;;;;;;;
607;GSV;;;;;;;
608;;;;;;;;NMEA message parser not found for GRM.
609;RMC;12/26/2016 9:42:30 PM;49.2098019333333;16.59801675;;;;
610;;;;;;;;NMEA message parser not found for RMB.
611;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
612;GSA;;;;;;;
613;GSV;;;;;;;
614;GSV;;;;;;;
615;;;;;;;;NMEA message parser not found for GRM.
616;RMC;12/26/2016 9:42:31 PM;49.2098107166667;16.5980119666667;;;;
617;;;;;;;;NMEA message parser not found for RMB.
618;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
619;GSA;;;;;;;
620;GSV;;;;;;;
621;GSV;;;;;;;
622;;;;;;;;NMEA message parser not found for GRM.
623;RMC;12/26/2016 9:42:32 PM;49.2098195166667;16.5980071833333;;;;
624;;;;;;;;NMEA message parser not found for RMB.
625;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
626;GSA;;;;;;;
627;GSV;;;;;;;
628;GSV;;;;;;;
629;;;;;;;;NMEA message parser not found for GRM.
630;RMC;12/26/2016 9:42:33 PM;49.2098283166667;16.5980024;;;;
631;;;;;;;;NMEA message parser not found for RMB.
632;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
633;GSA;;;;;;;
634;GSV;;;;;;;
635;GSV;;;;;;;
636;;;;;;;;NMEA message parser not found for GRM.
637;RMC;12/26/2016 9:42:34 PM;49.2098371;16.5979976166667;;;;
638;;;;;;;;NMEA message parser not found for RMB.
639;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
640;GSA;;;;;;;
641;GSV;;;;;;;
642;GSV;;;;;;;
643;;;;;;;;NMEA message parser not found for GRM.
644;RMC;12/26/2016 9:42:35 PM;49.2098459;16.5979928333333;;;;
645;;;;;;;;NMEA message parser not found for RMB.
646;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
647;GSA;;;;;;;
648;GSV;;;;;;;
649;GSV;;;;;;;
650;;;;;;;;NMEA message parser not found for GRM.
651;RMC;12/26/2016 9:42:36 PM;49.2098546833333;16.59798805;;;;
652;;;;;;;;NMEA message parser not found for RMB.
653;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
654;GSA;;;;;;;
655;GSV;;;;;;;
656;GSV;;;;;;;
657;;;;;;;;NMEA message parser not found for GRM.
658;RMC;12/26/2016 9:42:37 PM;49.2098634833333;16.59798325;;;;
659;;;;;;;;NMEA message parser not found for RMB.
660;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
661;GSA;;;;;;;
662;GSV;;;;;;;
663;GSV;;;;;;;
664;;;;;;;;NMEA message parser not found for GRM.
665;RMC;12/26/2016 9:42:38 PM;49.2098722666667;16.5979784666667;;;;
666;;;;;;;;NMEA message parser not found for RMB.
667;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
668;GSA;;;;;;;
669;GSV;;;;;;;
670;GSV;;;;;;;
671;;;;;;;;NMEA message parser not found for GRM.
672;RMC;12/26/2016 9:42:39 PM;49.2098810666667;16.5979736833333;;;;
673;;;;;;;;NMEA message parser not found for RMB.
674;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
675;GSA;;;;;;;
676;GSV;;;;;;;
677;GSV;;;;;;;
678;;;;;;;;NMEA message parser not found for GRM.
679;RMC;12/26/2016 9:42:40 PM;49.2098896166667;16.5979685;;;;
680;;;;;;;;NMEA message parser not found for RMB.
681;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
682;GSA;;;;;;;
683;GSV;;;;;;;
684;GSV;;;;;;;
685;;;;;;;;NMEA message parser not found for GRM.
686;RMC;12/26/2016 9:42:41 PM;49.20989785;16.5979628166667;;;;
687;;;;;;;;NMEA message parser not found for RMB.
688;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
689;GSA;;;;;;;
690;GSV;;;;;;;
691;GSV;;;;;;;
692;;;;;;;;NMEA message parser not found for GRM.
693;RMC;12/26/2016 9:42:42 PM;49.2099060833333;16.5979571333333;;;;
694;;;;;;;;NMEA message parser not found for RMB.
695;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
696;GSA;;;;;;;
697;GSV;;;;;;;
698;GSV;;;;;;;
699;;;;;;;;NMEA message parser not found for GRM.
700;RMC;12/26/2016 9:42:43 PM;49.2099143166667;16.59795145;;;;
701;;;;;;;;NMEA message parser not found for RMB.
702;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
703;GSA;;;;;;;
704;GSV;;;;;;;
705;GSV;;;;;;;
706;;;;;;;;NMEA message parser not found for GRM.
707;RMC;12/26/2016 9:42:44 PM;49.2099225666667;16.59794575;;;;
708;;;;;;;;NMEA message parser not found for RMB.
709;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
710;GSA;;;;;;;
711;GSV;;;;;;;
712;GSV;;;;;;;
713;;;;;;;;NMEA message parser not found for GRM.
714;RMC;12/26/2016 9:42:45 PM;49.2099308;16.5979400666667;;;;
715;;;;;;;;NMEA message parser not found for RMB.
716;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
717;GSA;;;;;;;
718;GSV;;;;;;;
719;GSV;;;;;;;
720;;;;;;;;NMEA message parser not found for GRM.
721;RMC;12/26/2016 9:42:46 PM;49.2099390333333;16.5979343833333;;;;
722;;;;;;;;NMEA message parser not found for RMB.
723;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
724;GSA;;;;;;;
725;GSV;;;;;;;
726;GSV;;;;;;;
727;;;;;;;;NMEA message parser not found for GRM.
728;RMC;12/26/2016 9:42:47 PM;49.2099472666667;16.5979287;;;;
729;;;;;;;;NMEA message parser not found for RMB.
730;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
731;GSA;;;;;;;
732;GSV;;;;;;;
733;GSV;;;;;;;
734;;;;;;;;NMEA message parser not found for GRM.
735;RMC;12/26/2016 9:42:48 PM;49.2099555166667;16.597923;;;;
736;;;;;;;;NMEA message parser not found for RMB.
737;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
738;GSA;;;;;;;
739;GSV;;;;;;;
740;GSV;;;;;;;
741;;;;;;;;NMEA message parser not found for GRM.
742;RMC;12/26/2016 9:42:49 PM;49.20996375;16.5979173166667;;;;
743;;;;;;;;NMEA message parser not found for RMB.
744;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
745;GSA;;;;;;;
746;GSV;;;;;;;
747;GSV;;;;;;;
748;;;;;;;;NMEA message parser not found for GRM.
749;RMC;12/26/2016 9:42:50 PM;49.2099719833333;16.5979116333333;;;;
750;;;;;;;;NMEA message parser not found for RMB.
751;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
752;GSA;;;;;;;
753;GSV;;;;;;;
754;GSV;;;;;;;
755;;;;;;;;NMEA message parser not found for GRM.
756;RMC;12/26/2016 9:42:51 PM;49.2099802166667;16.59790595;;;;
757;;;;;;;;NMEA message parser not found for RMB.
758;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
759;GSA;;;;;;;
760;GSV;;;;;;;
761;GSV;;;;;;;
762;;;;;;;;NMEA message parser not found for GRM.
763;RMC;12/26/2016 9:42:52 PM;49.20998845;16.59790025;;;;
764;;;;;;;;NMEA message parser not found for RMB.
765;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
766;GSA;;;;;;;
767;GSV;;;;;;;
768;GSV;;;;;;;
769;;;;;;;;NMEA message parser not found for GRM.
770;RMC;12/26/2016 9:42:53 PM;49.2099967;16.5978945666667;;;;
771;;;;;;;;NMEA message parser not found for RMB.
772;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
773;GSA;;;;;;;
774;GSV;;;;;;;
775;GSV;;;;;;;
776;;;;;;;;NMEA message parser not found for GRM.
777;RMC;12/26/2016 9:42:54 PM;49.2100049333333;16.5978888833333;;;;
778;;;;;;;;NMEA message parser not found for RMB.
779;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
780;GSA;;;;;;;
781;GSV;;;;;;;
782;GSV;;;;;;;
783;;;;;;;;NMEA message parser not found for GRM.
784;RMC;12/26/2016 9:42:55 PM;49.2100131666667;16.5978832;;;;
785;;;;;;;;NMEA message parser not found for RMB.
786;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
787;GSA;;;;;;;
788;GSV;;;;;;;
789;GSV;;;;;;;
790;;;;;;;;NMEA message parser not found for GRM.
791;RMC;12/26/2016 9:42:56 PM;49.2100214;16.5978775;;;;
792;;;;;;;;NMEA message parser not found for RMB.
793;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
794;GSA;;;;;;;
795;GSV;;;;;;;
796;GSV;;;;;;;
797;;;;;;;;NMEA message parser not found for GRM.
798;RMC;12/26/2016 9:42:57 PM;49.21002965;16.5978718166667;;;;
799;;;;;;;;NMEA message parser not found for RMB.
800;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
801;GSA;;;;;;;
802;GSV;;;;;;;
803;GSV;;;;;;;
804;;;;;;;;NMEA message parser not found for GRM.
805;RMC;12/26/2016 9:42:58 PM;49.2100378833333;16.5978661333333;;;;
806;;;;;;;;NMEA message parser not found for RMB.
807;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
808;GSA;;;;;;;
809;GSV;;;;;;;
810;GSV;;;;;;;
811;;;;;;;;NMEA message parser not found for GRM.
812;RMC;12/26/2016 9:42:59 PM;49.2100461166667;16.59786045;;;;
813;;;;;;;;NMEA message parser not found for RMB.
814;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
815;GSA;;;;;;;
816;GSV;;;;;;;
817;GSV;;;;;;;
818;;;;;;;;NMEA message parser not found for GRM.
819;RMC;12/26/2016 9:43:00 PM;49.21005435;16.59785475;;;;
820;;;;;;;;NMEA message parser not found for RMB.
821;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
822;GSA;;;;;;;
823;GSV;;;;;;;
824;GSV;;;;;;;
825;;;;;;;;NMEA message parser not found for GRM.
826;RMC;12/26/2016 9:43:01 PM;49.2100626;16.5978490666667;;;;
827;;;;;;;;NMEA message parser not found for RMB.
828;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
829;GSA;;;;;;;
830;GSV;;;;;;;
831;GSV;;;;;;;
832;;;;;;;;NMEA message parser not found for GRM.
833;RMC;12/26/2016 9:43:02 PM;49.2100708333333;16.5978433833333;;;;
834;;;;;;;;NMEA message parser not found for RMB.
835;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
836;GSA;;;;;;;
837;GSV;;;;;;;
838;GSV;;;;;;;
839;;;;;;;;NMEA message parser not found for GRM.
840;RMC;12/26/2016 9:43:03 PM;49.2100790666667;16.5978376833333;;;;
841;;;;;;;;NMEA message parser not found for RMB.
842;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
843;GSA;;;;;;;
844;GSV;;;;;;;
845;GSV;;;;;;;
846;;;;;;;;NMEA message parser not found for GRM.
847;RMC;12/26/2016 9:43:04 PM;49.2100873;16.597832;;;;
848;;;;;;;;NMEA message parser not found for RMB.
849;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
850;GSA;;;;;;;
851;GSV;;;;;;;
852;GSV;;;;;;;
853;;;;;;;;NMEA message parser not found for GRM.
854;RMC;12/26/2016 9:43:05 PM;49.21009555;16.5978263166667;;;;
855;;;;;;;;NMEA message parser not found for RMB.
856;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
857;GSA;;;;;;;
858;GSV;;;;;;;
859;GSV;;;;;;;
860;;;;;;;;NMEA message parser not found for GRM.
861;RMC;12/26/2016 9:43:06 PM;49.2101024666667;16.5978191;;;;
862;;;;;;;;NMEA message parser not found for RMB.
863;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
864;GSA;;;;;;;
865;GSV;;;;;;;
866;GSV;;;;;;;
867;;;;;;;;NMEA message parser not found for GRM.
868;RMC;12/26/2016 9:43:07 PM;49.2101093166667;16.5978118;;;;
869;;;;;;;;NMEA message parser not found for RMB.
870;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
871;GSA;;;;;;;
872;GSV;;;;;;;
873;GSV;;;;;;;
874;;;;;;;;NMEA message parser not found for GRM.
875;RMC;12/26/2016 9:43:08 PM;49.21011615;16.5978045;;;;
876;;;;;;;;NMEA message parser not found for RMB.
877;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
878;GSA;;;;;;;
879;GSV;;;;;;;
880;GSV;;;;;;;
881;;;;;;;;NMEA message parser not found for GRM.
882;RMC;12/26/2016 9:43:09 PM;49.210123;16.5977972;;;;
883;;;;;;;;NMEA message parser not found for RMB.
884;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
885;GSA;;;;;;;
886;GSV;;;;;;;
887;GSV;;;;;;;
888;;;;;;;;NMEA message parser not found for GRM.
889;RMC;12/26/2016 9:43:10 PM;49.21012985;16.5977899;;;;
890;;;;;;;;NMEA message parser not found for RMB.
891;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
892;GSA;;;;;;;
893;GSV;;;;;;;
894;GSV;;;;;;;
895;;;;;;;;NMEA message parser not found for GRM.
896;RMC;12/26/2016 9:43:11 PM;49.2101367;16.5977825833333;;;;
897;;;;;;;;NMEA message parser not found for RMB.
898;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
899;GSA;;;;;;;
900;GSV;;;;;;;
901;GSV;;;;;;;
902;;;;;;;;NMEA message parser not found for GRM.
903;RMC;12/26/2016 9:43:12 PM;49.21014355;16.5977752833333;;;;
904;;;;;;;;NMEA message parser not found for RMB.
905;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
906;GSA;;;;;;;
907;GSV;;;;;;;
908;GSV;;;;;;;
909;;;;;;;;NMEA message parser not found for GRM.
910;RMC;12/26/2016 9:43:13 PM;49.2101503833333;16.5977679833333;;;;
911;;;;;;;;NMEA message parser not found for RMB.
912;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
913;GSA;;;;;;;
914;GSV;;;;;;;
915;GSV;;;;;;;
916;;;;;;;;NMEA message parser not found for GRM.
917;RMC;12/26/2016 9:43:14 PM;49.2101574666667;16.59776095;;;;
918;;;;;;;;NMEA message parser not found for RMB.
919;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
920;GSA;;;;;;;
921;GSV;;;;;;;
922;GSV;;;;;;;
923;;;;;;;;NMEA message parser not found for GRM.
924;RMC;12/26/2016 9:43:15 PM;49.21016565;16.5977551666667;;;;
925;;;;;;;;NMEA message parser not found for RMB.
926;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
927;GSA;;;;;;;
928;GSV;;;;;;;
929;GSV;;;;;;;
930;;;;;;;;NMEA message parser not found for GRM.
931;RMC;12/26/2016 9:43:16 PM;49.2101738166667;16.5977493833333;;;;
932;;;;;;;;NMEA message parser not found for RMB.
933;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
934;GSA;;;;;;;
935;GSV;;;;;;;
936;GSV;;;;;;;
937;;;;;;;;NMEA message parser not found for GRM.
938;RMC;12/26/2016 9:43:17 PM;49.2101819833333;16.5977436;;;;
939;;;;;;;;NMEA message parser not found for RMB.
940;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
941;GSA;;;;;;;
942;GSV;;;;;;;
943;GSV;;;;;;;
944;;;;;;;;NMEA message parser not found for GRM.
945;RMC;12/26/2016 9:43:18 PM;49.21019015;16.5977378166667;;;;
946;;;;;;;;NMEA message parser not found for RMB.
947;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
948;GSA;;;;;;;
949;GSV;;;;;;;
950;GSV;;;;;;;
951;;;;;;;;NMEA message parser not found for GRM.
952;RMC;12/26/2016 9:43:19 PM;49.2101983166667;16.5977320333333;;;;
953;;;;;;;;NMEA message parser not found for RMB.
954;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
955;GSA;;;;;;;
956;GSV;;;;;;;
957;GSV;;;;;;;
958;;;;;;;;NMEA message parser not found for GRM.
959;RMC;12/26/2016 9:43:20 PM;49.2102065;16.59772625;;;;
960;;;;;;;;NMEA message parser not found for RMB.
961;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
962;GSA;;;;;;;
963;GSV;;;;;;;
964;GSV;;;;;;;
965;;;;;;;;NMEA message parser not found for GRM.
966;RMC;12/26/2016 9:43:21 PM;49.2102146666667;16.5977204666667;;;;
967;;;;;;;;NMEA message parser not found for RMB.
968;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
969;GSA;;;;;;;
970;GSV;;;;;;;
971;GSV;;;;;;;
972;;;;;;;;NMEA message parser not found for GRM.
973;RMC;12/26/2016 9:43:22 PM;49.2102228333333;16.5977146833333;;;;
974;;;;;;;;NMEA message parser not found for RMB.
975;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
976;GSA;;;;;;;
977;GSV;;;;;;;
978;GSV;;;;;;;
979;;;;;;;;NMEA message parser not found for GRM.
980;RMC;12/26/2016 9:43:23 PM;49.210231;16.5977089;;;;
981;;;;;;;;NMEA message parser not found for RMB.
982;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
983;GSA;;;;;;;
984;GSV;;;;;;;
985;GSV;;;;;;;
986;;;;;;;;NMEA message parser not found for GRM.
987;RMC;12/26/2016 9:43:24 PM;49.2102391666667;16.5977031166667;;;;
988;;;;;;;;NMEA message parser not found for RMB.
989;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
990;GSA;;;;;;;
991;GSV;;;;;;;
992;GSV;;;;;;;
993;;;;;;;;NMEA message parser not found for GRM.
994;RMC;12/26/2016 9:43:25 PM;49.2102473333333;16.5976973333333;;;;
995;;;;;;;;NMEA message parser not found for RMB.
996;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
997;GSA;;;;;;;
998;GSV;;;;;;;
999;GSV;;;;;;;
1000;;;;;;;;NMEA message parser not found for GRM.
1001;RMC;12/26/2016 9:43:26 PM;49.2102555166667;16.59769155;;;;
1002;;;;;;;;NMEA message parser not found for RMB.
1003;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1004;GSA;;;;;;;
1005;GSV;;;;;;;
1006;GSV;;;;;;;
1007;;;;;;;;NMEA message parser not found for GRM.
1008;RMC;12/26/2016 9:43:27 PM;49.2102636833333;16.5976857666667;;;;
1009;;;;;;;;NMEA message parser not found for RMB.
1010;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1011;GSA;;;;;;;
1012;GSV;;;;;;;
1013;GSV;;;;;;;
1014;;;;;;;;NMEA message parser not found for GRM.
1015;RMC;12/26/2016 9:43:28 PM;49.21027185;16.5976799833333;;;;
1016;;;;;;;;NMEA message parser not found for RMB.
1017;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1018;GSA;;;;;;;
1019;GSV;;;;;;;
1020;GSV;;;;;;;
1021;;;;;;;;NMEA message parser not found for GRM.
1022;RMC;12/26/2016 9:43:29 PM;49.2102800166667;16.5976741833333;;;;
1023;;;;;;;;NMEA message parser not found for RMB.
1024;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1025;GSA;;;;;;;
1026;GSV;;;;;;;
1027;GSV;;;;;;;
1028;;;;;;;;NMEA message parser not found for GRM.
1029;RMC;12/26/2016 9:43:30 PM;49.2102881833333;16.5976684;;;;
1030;;;;;;;;NMEA message parser not found for RMB.
1031;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1032;GSA;;;;;;;
1033;GSV;;;;;;;
1034;GSV;;;;;;;
1035;;;;;;;;NMEA message parser not found for GRM.
1036;RMC;12/26/2016 9:43:31 PM;49.2102943833333;16.5976611166667;;;;
1037;;;;;;;;NMEA message parser not found for RMB.
1038;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1039;GSA;;;;;;;
1040;GSV;;;;;;;
1041;GSV;;;;;;;
1042;;;;;;;;NMEA message parser not found for GRM.
1043;RMC;12/26/2016 9:43:32 PM;49.2102977333333;16.5976517;;;;
1044;;;;;;;;NMEA message parser not found for RMB.
1045;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1046;GSA;;;;;;;
1047;GSV;;;;;;;
1048;GSV;;;;;;;
1049;;;;;;;;NMEA message parser not found for GRM.
1050;RMC;12/26/2016 9:43:33 PM;49.2103011;16.5976422666667;;;;
1051;;;;;;;;NMEA message parser not found for RMB.
1052;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1053;GSA;;;;;;;
1054;GSV;;;;;;;
1055;GSV;;;;;;;
1056;;;;;;;;NMEA message parser not found for GRM.
1057;RMC;12/26/2016 9:43:34 PM;49.21030445;16.5976328333333;;;;
1058;;;;;;;;NMEA message parser not found for RMB.
1059;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1060;GSA;;;;;;;
1061;GSV;;;;;;;
1062;GSV;;;;;;;
1063;;;;;;;;NMEA message parser not found for GRM.
1064;RMC;12/26/2016 9:43:35 PM;49.2103078;16.5976234;;;;
1065;;;;;;;;NMEA message parser not found for RMB.
1066;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1067;GSA;;;;;;;
1068;GSV;;;;;;;
1069;GSV;;;;;;;
1070;;;;;;;;NMEA message parser not found for GRM.
1071;RMC;12/26/2016 9:43:36 PM;49.2103111666667;16.5976139666667;;;;
1072;;;;;;;;NMEA message parser not found for RMB.
1073;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1074;GSA;;;;;;;
1075;GSV;;;;;;;
1076;GSV;;;;;;;
1077;;;;;;;;NMEA message parser not found for GRM.
1078;RMC;12/26/2016 9:43:37 PM;49.2103153333333;16.5976052;;;;
1079;;;;;;;;NMEA message parser not found for RMB.
1080;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1081;GSA;;;;;;;
1082;GSV;;;;;;;
1083;GSV;;;;;;;
1084;;;;;;;;NMEA message parser not found for GRM.
1085;RMC;12/26/2016 9:43:38 PM;49.2103239;16.5976000333333;;;;
1086;;;;;;;;NMEA message parser not found for RMB.
1087;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1088;GSA;;;;;;;
1089;GSV;;;;;;;
1090;GSV;;;;;;;
1091;;;;;;;;NMEA message parser not found for GRM.
1092;RMC;12/26/2016 9:43:39 PM;49.2103324666667;16.5975948666667;;;;
1093;;;;;;;;NMEA message parser not found for RMB.
1094;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1095;GSA;;;;;;;
1096;GSV;;;;;;;
1097;GSV;;;;;;;
1098;;;;;;;;NMEA message parser not found for GRM.
1099;RMC;12/26/2016 9:43:40 PM;49.21034105;16.5975897;;;;
1100;;;;;;;;NMEA message parser not found for RMB.
1101;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1102;GSA;;;;;;;
1103;GSV;;;;;;;
1104;GSV;;;;;;;
1105;;;;;;;;NMEA message parser not found for GRM.
1106;RMC;12/26/2016 9:43:41 PM;49.2103496166667;16.5975845333333;;;;
1107;;;;;;;;NMEA message parser not found for RMB.
1108;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1109;GSA;;;;;;;
1110;GSV;;;;;;;
1111;GSV;;;;;;;
1112;;;;;;;;NMEA message parser not found for GRM.
1113;RMC;12/26/2016 9:43:42 PM;49.2103582;16.5975793666667;;;;
1114;;;;;;;;NMEA message parser not found for RMB.
1115;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1116;GSA;;;;;;;
1117;GSV;;;;;;;
1118;GSV;;;;;;;
1119;;;;;;;;NMEA message parser not found for GRM.
1120;RMC;12/26/2016 9:43:43 PM;49.2103667666667;16.5975742;;;;
1121;;;;;;;;NMEA message parser not found for RMB.
1122;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1123;GSA;;;;;;;
1124;GSV;;;;;;;
1125;GSV;;;;;;;
1126;;;;;;;;NMEA message parser not found for GRM.
1127;RMC;12/26/2016 9:43:44 PM;49.2103753333333;16.5975690333333;;;;
1128;;;;;;;;NMEA message parser not found for RMB.
1129;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1130;GSA;;;;;;;
1131;GSV;;;;;;;
1132;GSV;;;;;;;
1133;;;;;;;;NMEA message parser not found for GRM.
1134;RMC;12/26/2016 9:43:45 PM;49.2103839166667;16.5975638666667;;;;
1135;;;;;;;;NMEA message parser not found for RMB.
1136;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
1137;GSA;;;;;;;
1138;GSV;;;;;;;
1139;GSV;;;;;;;
1140;;;;;;;;NMEA message parser not found for GRM.
1141;RMC;12/26/2016 9:43:46 PM;49.2103924833333;16.5975587;;;;
1142;;;;;;;;NMEA message parser not found for RMB.
1143;;;;;;;;Failed to parse: GGA.. Meters expected in GGA message.
